ID,Date,Element,Data_Value
MX000014066,2014-10-10,TMAX,288
MX000014066,2012-09-25,TMAX,287
MX000014066,2012-09-25,TMIN,150
MX000014066,2013-04-07,TMAX,326
MX000014066,2011-11-27,TMIN,101
MX000014066,2011-11-27,TMAX,254
MX000014066,2014-07-20,TMAX,254
MX000014066,2014-07-20,TMIN,165
MX000014066,2012-04-14,TMAX,334
MX000014066,2015-10-18,TMAX,294
MX000014066,2014-08-14,TMAX,285
MX000014066,2008-04-15,TMAX,307
MX000014066,2014-09-30,TMIN,162
MX000014066,2014-09-30,TMAX,290
MX000014066,2011-10-24,TMAX,284
MX000014066,2008-11-01,TMAX,262
MX000014066,2008-04-15,TMIN,145
MX000014066,2011-10-24,TMIN,87
MX000014066,2014-08-14,TMIN,160
MX000014066,2013-07-28,TMIN,147
MX000014066,2014-03-20,TMAX,308
MX000014066,2011-06-19,TMAX,343
MX000014066,2014-03-20,TMIN,107
MX000014066,2013-03-02,TMAX,236
MX000014066,2013-03-02,TMIN,99
MX000014066,2013-07-28,TMAX,314
MX000014066,2012-07-09,TMIN,160
MX000014066,2008-11-26,TMIN,70
MX000014066,2009-05-20,TMAX,295
MX000014066,2006-11-17,TMIN,130
MX000014066,2013-02-23,TMIN,89
MX000014066,2007-10-18,TMIN,156
MX000014066,2006-04-12,TMAX,348
MX000014066,2015-08-09,TMIN,158
MX000014066,2015-09-24,TMAX,294
MX000014066,2006-04-12,TMIN,117
MX000014066,2007-10-18,TMAX,287
MX000014066,2011-11-19,TMAX,272
MX000014066,2011-07-09,TMIN,162
MX000014066,2005-03-06,TMAX,273
MX000014066,2009-01-31,TMIN,80
MX000014066,2011-11-19,TMIN,95
MX000014066,2014-02-04,TMAX,286
MX000014066,2014-08-05,TMIN,152
MX000014066,2009-10-23,TMAX,280
MX000014066,2012-03-27,TMAX,304
MX000014066,2013-06-27,TMIN,164
MX000014066,2012-03-09,TMIN,109
MX000014066,2015-08-09,TMAX,298
MX000014066,2011-04-28,TMIN,106
MX000014066,2011-04-28,TMAX,331
MX000014066,2014-02-04,TMIN,69
MX000014066,2009-11-23,TMIN,67
MX000014066,2007-09-14,TMAX,280
MX000014066,2010-06-19,TMAX,260
MX000014066,2012-02-22,TMAX,282
MX000014066,2013-09-30,TMIN,159
MX000014066,2013-09-30,TMAX,292
MX000014066,2008-11-14,TMAX,250
MX000014066,2010-06-19,TMIN,169
MX000014066,2006-11-02,TMAX,285
MX000014066,2005-03-06,TMIN,120
MX000014066,2015-09-12,TMAX,274
MX000014066,2013-01-10,TMAX,248
MX000014066,2011-07-09,TMAX,303
MX000014066,2006-06-22,TMIN,142
MX000014066,2006-08-16,TMIN,170
MX000014066,2011-07-22,TMIN,151
MX000014066,2008-11-26,TMAX,250
MX000014066,2014-01-18,TMAX,242
MX000014066,2011-07-22,TMAX,300
MX000014066,2015-04-08,TMIN,123
MX000014066,2015-04-08,TMAX,331
MX000014066,2013-11-27,TMAX,242
MX000014066,2012-07-30,TMIN,160
MX000014066,2014-01-18,TMIN,39
MX000014066,2013-06-27,TMAX,286
MX000014066,2012-08-22,TMIN,165
MX000014066,2013-09-23,TMIN,180
MX000014066,2008-01-31,TMIN,56
MX000014066,2009-01-31,TMAX,278
MX000014066,2015-06-08,TMIN,169
MX000014066,2006-03-24,TMIN,75
MX000014066,2008-01-31,TMAX,275
MX000014066,2015-06-08,TMAX,331
MX000014066,2011-11-14,TMAX,268
MX000014066,2006-03-24,TMAX,329
MX000014066,2008-10-15,TMIN,139
MX000014066,2009-05-29,TMAX,344
MX000014066,2009-05-29,TMIN,144
MX000014066,2008-10-15,TMAX,280
MX000014066,2015-04-26,TMAX,324
MX000014066,2013-09-23,TMAX,277
MX000014066,2015-04-26,TMIN,160
MX000014066,2013-01-10,TMIN,80
MX000014066,2015-11-07,TMAX,294
MX000014066,2014-07-04,TMAX,282
MX000014066,2014-10-10,TMIN,115
MX000014066,2009-03-11,TMAX,310
MX000014066,2011-03-18,TMAX,308
MX000014066,2011-03-18,TMIN,103
MX000014066,2015-10-27,TMIN,145
MX000014066,2013-12-07,TMAX,277
MX000014066,2013-12-07,TMIN,77
MX000014066,2013-04-16,TMIN,95
MX000014066,2008-10-27,TMIN,125
MX000014066,2012-12-06,TMIN,76
MX000014066,2005-12-03,TMIN,80
MX000014066,2015-07-23,TMIN,170
MX000014066,2015-01-03,TMAX,238
MX000014066,2015-11-01,TMAX,260
MX000014066,2009-03-11,TMIN,97
MX000014066,2015-07-23,TMAX,280
MX000014066,2005-12-03,TMAX,268
MX000014066,2009-07-21,TMAX,294
MX000014066,2005-09-28,TMIN,155
MX000014066,2005-09-28,TMAX,305
MX000014066,2010-02-05,TMIN,30
MX000014066,2012-03-05,TMAX,290
MX000014066,2012-03-05,TMIN,120
MX000014066,2010-02-05,TMAX,210
MX000014066,2008-07-02,TMIN,159
MX000014066,2006-05-16,TMAX,325
MX000014066,2013-01-18,TMAX,218
MX000014066,2008-07-02,TMAX,252
MX000014066,2015-01-03,TMIN,76
MX000014066,2013-06-04,TMAX,346
MX000014066,2008-07-15,TMIN,165
MX000014066,2011-08-26,TMIN,157
MX000014066,2007-06-19,TMIN,165
MX000014066,2010-01-22,TMAX,262
MX000014066,2012-10-14,TMIN,172
MX000014066,2006-03-18,TMIN,105
MX000014066,2007-10-24,TMIN,105
MX000014066,2006-03-18,TMAX,324
MX000014066,2013-08-18,TMIN,152
MX000014066,2013-08-18,TMAX,308
MX000014066,2008-10-27,TMAX,290
MX000014066,2011-08-20,TMAX,312
MX000014066,2012-10-14,TMAX,296
MX000014066,2015-07-28,TMAX,306
MX000014066,2008-05-10,TMAX,345
MX000014066,2014-12-21,TMIN,86
MX000014066,2012-07-18,TMIN,160
MX000014066,2008-05-10,TMIN,129
MX000014066,2011-08-20,TMIN,164
MX000014066,2012-07-18,TMAX,278
MX000014066,2011-08-28,TMIN,160
MX000014066,2009-03-17,TMAX,312
MX000014066,2006-11-11,TMAX,300
MX000014066,2006-11-11,TMIN,155
MX000014066,2013-03-26,TMIN,95
MX000014066,2009-04-16,TMAX,330
MX000014066,2009-04-16,TMIN,104
MX000014066,2009-03-17,TMIN,95
MX000014066,2011-12-07,TMIN,70
MX000014066,2007-06-19,TMAX,295
MX000014066,2015-08-13,TMAX,289
MX000014066,2007-10-24,TMAX,240
MX000014066,2015-08-13,TMIN,150
MX000014066,2010-01-22,TMIN,38
MX000014066,2012-12-06,TMAX,284
MX000014066,2011-08-26,TMAX,296
MX000014066,2013-04-16,TMAX,341
MX000014066,2005-04-21,TMAX,358
MX000014066,2014-05-16,TMIN,141
MX000014066,2011-01-07,TMIN,65
MX000014066,2005-02-23,TMAX,270
MX000014066,2005-04-21,TMIN,143
MX000014066,2006-12-07,TMAX,272
MX000014066,2006-12-07,TMIN,95
MX000014066,2014-12-10,TMIN,69
MX000014066,2013-11-27,TMIN,83
MX000014066,2011-02-24,TMIN,79
MX000014066,2006-11-14,TMAX,260
MX000014066,2007-06-01,TMIN,157
MX000014066,2007-06-01,TMAX,350
MX000014066,2013-06-04,TMIN,182
MX000014066,2008-09-27,TMIN,139
MX000014066,2014-11-28,TMAX,256
MX000014066,2011-06-19,TMIN,181
MX000014066,2010-12-07,TMIN,43
MX000014066,2013-06-02,TMAX,372
MX000014066,2010-12-07,TMAX,242
MX000014066,2011-02-24,TMAX,286
MX000014066,2006-11-17,TMAX,265
MX000014066,2008-11-01,TMIN,98
MX000014066,2009-04-27,TMIN,105
MX000014066,2009-04-27,TMAX,340
MX000014066,2014-11-28,TMIN,19
MX000014066,2014-07-04,TMIN,154
MX000014066,2015-10-18,TMIN,132
MX000014066,2005-02-23,TMIN,136
MX000014066,2014-05-16,TMAX,308
MX000014066,2014-12-10,TMAX,234
MX000014066,2006-11-14,TMIN,130
MX000014066,2012-02-22,TMIN,114
MX000014066,2013-01-18,TMIN,96
MX000014066,2008-07-15,TMAX,270
MX000014066,2014-04-22,TMIN,135
MX000014066,2007-03-29,TMIN,110
MX000014066,2013-07-08,TMAX,262
MX000014066,2013-07-08,TMIN,170
MX000014066,2015-09-30,TMIN,123
MX000014066,2014-04-22,TMAX,352
MX000014066,2014-07-27,TMAX,308
MX000014066,2007-03-29,TMAX,310
MX000014066,2011-12-07,TMAX,257
MX000014066,2013-06-02,TMIN,164
MX000014066,2011-04-20,TMIN,102
MX000014066,2011-03-08,TMIN,59
MX000014066,2011-05-30,TMIN,174
MX000014066,2008-03-10,TMIN,55
MX000014066,2011-03-08,TMAX,302
MX000014066,2014-07-27,TMIN,152
MX000014066,2012-12-19,TMAX,280
MX000014066,2012-12-19,TMIN,59
MX000014066,2014-05-17,TMAX,332
MX000014066,2012-10-28,TMIN,149
MX000014066,2014-05-17,TMIN,125
MX000014066,2014-12-07,TMIN,75
MX000014066,2011-04-20,TMAX,330
MX000014066,2014-12-07,TMAX,268
MX000014066,2012-01-03,TMAX,250
MX000014066,2008-09-27,TMAX,256
MX000014066,2012-01-03,TMIN,88
MX000014066,2008-11-27,TMIN,75
MX000014066,2008-03-10,TMAX,266
MX000014066,2015-06-24,TMAX,292
MX000014066,2008-04-22,TMIN,120
MX000014066,2010-10-23,TMIN,98
MX000014066,2014-03-24,TMIN,120
MX000014066,2015-01-20,TMAX,273
MX000014066,2006-02-23,TMIN,85
MX000014066,2014-02-12,TMAX,284
MX000014066,2015-01-20,TMIN,62
MX000014066,2015-07-04,TMAX,250
MX000014066,2007-11-07,TMAX,266
MX000014066,2011-09-03,TMAX,282
MX000014066,2007-11-07,TMIN,60
MX000014066,2006-03-07,TMAX,340
MX000014066,2006-03-07,TMIN,101
MX000014066,2006-02-23,TMAX,290
MX000014066,2007-04-28,TMAX,314
MX000014066,2011-04-12,TMIN,142
MX000014066,2006-11-22,TMIN,45
MX000014066,2012-04-26,TMAX,342
MX000014066,2010-12-01,TMAX,277
MX000014066,2006-12-16,TMAX,240
MX000014066,2009-02-03,TMIN,69
MX000014066,2012-08-13,TMAX,282
MX000014066,2015-06-11,TMIN,163
MX000014066,2012-08-13,TMIN,170
MX000014066,2011-12-12,TMAX,266
MX000014066,2011-12-12,TMIN,85
MX000014066,2006-12-16,TMIN,65
MX000014066,2011-04-12,TMAX,340
MX000014066,2008-01-16,TMIN,60
MX000014066,2010-12-28,TMAX,235
MX000014066,2014-10-13,TMIN,171
MX000014066,2010-11-30,TMAX,254
MX000014066,2010-12-01,TMIN,50
MX000014066,2007-12-27,TMAX,230
MX000014066,2012-04-26,TMIN,126
MX000014066,2012-03-24,TMIN,92
MX000014066,2011-10-23,TMAX,292
MX000014066,2006-05-11,TMAX,345
MX000014066,2006-05-11,TMIN,135
MX000014066,2013-12-03,TMAX,276
MX000014066,2011-10-23,TMIN,119
MX000014066,2011-03-06,TMIN,79
MX000014066,2014-04-06,TMIN,105
MX000014066,2014-09-11,TMAX,296
MX000014066,2010-06-04,TMIN,111
MX000014066,2010-01-19,TMIN,65
MX000014066,2012-01-16,TMAX,272
MX000014066,2009-11-19,TMIN,98
MX000014066,2012-02-28,TMIN,125
MX000014066,2012-05-02,TMIN,135
MX000014066,2005-05-01,TMAX,369
MX000014066,2012-05-02,TMAX,348
MX000014066,2009-02-03,TMAX,265
MX000014066,2011-03-06,TMAX,295
MX000014066,2014-02-12,TMIN,56
MX000014066,2011-02-04,TMAX,243
MX000014066,2015-07-04,TMIN,169
MX000014066,2011-09-03,TMIN,175
MX000014066,2005-05-01,TMIN,125
MX000014066,2006-11-22,TMAX,222
MX000014066,2007-01-15,TMAX,264
MX000014066,2014-03-24,TMAX,352
MX000014066,2013-08-03,TMAX,309
MX000014066,2012-03-24,TMAX,308
MX000014066,2009-11-19,TMAX,290
MX000014066,2011-02-04,TMIN,64
MX000014066,2012-02-28,TMAX,279
MX000014066,2014-07-29,TMIN,136
MX000014066,2010-08-22,TMIN,164
MX000014066,2014-11-02,TMIN,84
MX000014066,2009-05-22,TMIN,140
MX000014066,2014-07-08,TMIN,149
MX000014066,2014-07-08,TMAX,267
MX000014066,2013-09-25,TMIN,170
MX000014066,2008-10-14,TMIN,145
MX000014066,2008-10-14,TMAX,304
MX000014066,2013-09-25,TMAX,296
MX000014066,2008-01-25,TMAX,284
MX000014066,2013-05-17,TMAX,342
MX000014066,2005-03-28,TMIN,90
MX000014066,2012-05-30,TMAX,362
MX000014066,2013-04-02,TMIN,98
MX000014066,2011-10-01,TMIN,140
MX000014066,2011-08-10,TMIN,158
MX000014066,2013-05-17,TMIN,150
MX000014066,2009-04-28,TMAX,344
MX000014066,2011-08-10,TMAX,282
MX000014066,2014-03-17,TMAX,295
MX000014066,2014-10-13,TMAX,280
MX000014066,2011-10-01,TMAX,295
MX000014066,2007-08-15,TMIN,165
MX000014066,2007-08-15,TMAX,293
MX000014066,2015-03-23,TMAX,286
MX000014066,2005-03-28,TMAX,345
MX000014066,2009-04-28,TMIN,109
MX000014066,2015-02-17,TMAX,242
MX000014066,2014-01-27,TMIN,90
MX000014066,2014-07-16,TMAX,300
MX000014066,2014-07-16,TMIN,150
MX000014066,2011-09-14,TMIN,160
MX000014066,2015-03-23,TMIN,100
MX000014066,2010-12-28,TMIN,53
MX000014066,2012-05-30,TMIN,180
MX000014066,2013-04-02,TMAX,345
MX000014066,2014-11-02,TMAX,268
MX000014066,2010-08-22,TMAX,282
MX000014066,2007-07-11,TMIN,165
MX000014066,2009-08-13,TMIN,155
MX000014066,2008-01-16,TMAX,278
MX000014066,2014-12-23,TMAX,244
MX000014066,2010-11-30,TMIN,50
MX000014066,2011-06-21,TMAX,342
MX000014066,2014-12-23,TMIN,56
MX000014066,2014-08-23,TMIN,168
MX000014066,2014-08-23,TMAX,280
MX000014066,2007-07-11,TMAX,306
MX000014066,2008-08-20,TMAX,269
MX000014066,2010-10-07,TMIN,112
MX000014066,2008-01-29,TMIN,62
MX000014066,2015-08-20,TMIN,157
MX000014066,2008-08-20,TMIN,180
MX000014066,2010-10-07,TMAX,262
MX000014066,2015-06-11,TMAX,330
MX000014066,2014-03-17,TMIN,76
MX000014066,2008-01-25,TMIN,73
MX000014066,2007-01-17,TMAX,275
MX000014066,2007-01-17,TMIN,90
MX000014066,2013-08-03,TMIN,176
MX000014066,2009-08-13,TMAX,306
MX000014066,2015-12-31,TMIN,115
MX000014066,2014-01-27,TMAX,274
MX000014066,2015-12-29,TMAX,254
MX000014066,2011-02-21,TMIN,77
MX000014066,2011-02-21,TMAX,302
MX000014066,2015-08-20,TMAX,295
MX000014066,2011-04-13,TMAX,330
MX000014066,2014-09-11,TMIN,149
MX000014066,2008-07-19,TMIN,155
MX000014066,2009-01-24,TMIN,107
MX000014066,2011-06-16,TMIN,164
MX000014066,2011-05-02,TMIN,133
MX000014066,2009-02-11,TMAX,270
MX000014066,2009-10-27,TMAX,272
MX000014066,2014-09-23,TMAX,290
MX000014066,2008-03-14,TMAX,290
MX000014066,2011-05-02,TMAX,354
MX000014066,2008-01-24,TMIN,70
MX000014066,2013-01-17,TMIN,95
MX000014066,2008-04-18,TMAX,322
MX000014066,2014-11-27,TMIN,23
MX000014066,2013-01-17,TMAX,256
MX000014066,2008-01-24,TMAX,300
MX000014066,2008-04-18,TMIN,81
MX000014066,2013-02-12,TMIN,79
MX000014066,2013-01-13,TMIN,99
MX000014066,2013-01-13,TMAX,254
MX000014066,2013-11-15,TMIN,111
MX000014066,2012-03-07,TMAX,302
MX000014066,2006-01-04,TMAX,240
MX000014066,2013-11-15,TMAX,210
MX000014066,2006-01-28,TMAX,275
MX000014066,2011-05-20,TMIN,124
MX000014066,2011-05-20,TMAX,331
MX000014066,2010-10-29,TMAX,301
MX000014066,2014-11-27,TMAX,246
MX000014066,2013-04-12,TMIN,85
MX000014066,2014-04-09,TMAX,325
MX000014066,2014-04-09,TMIN,156
MX000014066,2014-03-05,TMIN,92
MX000014066,2014-07-26,TMIN,148
MX000014066,2009-01-24,TMAX,265
MX000014066,2013-05-23,TMIN,110
MX000014066,2013-05-28,TMAX,331
MX000014066,2014-11-15,TMAX,263
MX000014066,2009-03-25,TMAX,330
MX000014066,2014-09-21,TMAX,280
MX000014066,2012-11-29,TMIN,106
MX000014066,2014-03-19,TMIN,56
MX000014066,2011-11-23,TMIN,110
MX000014066,2014-09-21,TMIN,122
MX000014066,2011-08-29,TMIN,160
MX000014066,2011-11-23,TMAX,299
MX000014066,2012-07-01,TMIN,155
MX000014066,2014-03-19,TMAX,296
MX000014066,2015-04-17,TMIN,122
MX000014066,2015-06-10,TMIN,163
MX000014066,2012-05-21,TMAX,364
MX000014066,2012-07-01,TMAX,286
MX000014066,2015-06-10,TMAX,332
MX000014066,2008-01-29,TMAX,285
MX000014066,2014-03-22,TMIN,132
MX000014066,2010-08-20,TMIN,174
MX000014066,2007-02-05,TMAX,240
MX000014066,2008-04-03,TMIN,110
MX000014066,2012-11-29,TMAX,278
MX000014066,2008-04-03,TMAX,255
MX000014066,2007-12-27,TMIN,74
MX000014066,2014-09-04,TMIN,152
MX000014066,2014-03-22,TMAX,330
MX000014066,2015-08-17,TMIN,165
MX000014066,2015-02-12,TMAX,265
MX000014066,2013-05-23,TMAX,365
MX000014066,2015-04-17,TMAX,324
MX000014066,2010-01-19,TMAX,248
MX000014066,2013-05-26,TMAX,312
MX000014066,2013-04-12,TMAX,311
MX000014066,2014-06-17,TMIN,165
MX000014066,2012-11-07,TMIN,98
MX000014066,2014-06-17,TMAX,304
MX000014066,2013-06-15,TMAX,334
MX000014066,2012-11-07,TMAX,274
MX000014066,2015-06-24,TMIN,163
MX000014066,2012-03-07,TMIN,105
MX000014066,2013-10-27,TMAX,278
MX000014066,2010-09-09,TMAX,265
MX000014066,2013-10-27,TMIN,101
MX000014066,2010-09-11,TMAX,270
MX000014066,2015-03-02,TMIN,82
MX000014066,2010-10-29,TMIN,135
MX000014066,2015-03-11,TMIN,96
MX000014066,2005-10-09,TMIN,158
MX000014066,2015-03-02,TMAX,306
MX000014066,2015-03-11,TMAX,202
MX000014066,2013-02-12,TMAX,287
MX000014066,2015-05-29,TMIN,162
MX000014066,2015-05-29,TMAX,333
MX000014066,2010-09-09,TMIN,176
MX000014066,2012-01-16,TMIN,70
MX000014066,2014-10-20,TMIN,155
MX000014066,2014-10-20,TMAX,285
MX000014066,2007-08-23,TMAX,274
MX000014066,2007-08-23,TMIN,165
MX000014066,2008-07-19,TMAX,270
MX000014066,2007-12-10,TMIN,83
MX000014066,2013-12-03,TMIN,84
MX000014066,2007-12-10,TMAX,269
MX000014066,2007-04-28,TMIN,100
MX000014066,2014-07-26,TMAX,296
MX000014066,2013-06-15,TMIN,170
MX000014066,2014-03-05,TMAX,287
MX000014066,2011-08-08,TMAX,282
MX000014066,2006-01-04,TMIN,55
MX000014066,2006-01-28,TMIN,75
MX000014066,2011-08-08,TMIN,148
MX000014066,2015-02-12,TMIN,74
MX000014066,2014-07-29,TMAX,302
MX000014066,2013-05-26,TMIN,154
MX000014066,2013-07-01,TMIN,145
MX000014066,2013-07-01,TMAX,305
MX000014066,2012-08-30,TMIN,180
MX000014066,2012-01-17,TMAX,284
MX000014066,2012-08-30,TMAX,302
MX000014066,2011-11-13,TMIN,85
MX000014066,2012-01-17,TMIN,80
MX000014066,2005-10-09,TMAX,258
MX000014066,2014-10-15,TMAX,294
MX000014066,2011-11-13,TMAX,271
MX000014066,2009-05-26,TMAX,325
MX000014066,2007-02-05,TMIN,75
MX000014066,2007-09-11,TMIN,153
MX000014066,2010-09-11,TMIN,177
MX000014066,2015-10-22,TMIN,129
MX000014066,2007-09-11,TMAX,280
MX000014066,2009-05-26,TMIN,134
MX000014066,2013-03-12,TMIN,73
MX000014066,2015-10-22,TMAX,310
MX000014066,2011-06-21,TMIN,182
MX000014066,2014-04-06,TMAX,339
MX000014066,2007-01-15,TMIN,85
MX000014066,2013-03-12,TMAX,295
MX000014066,2014-11-15,TMIN,126
MX000014066,2011-04-13,TMIN,142
MX000014066,2014-08-10,TMAX,292
MX000014066,2011-09-14,TMAX,306
MX000014066,2011-08-09,TMIN,158
MX000014066,2011-08-09,TMAX,278
MX000014066,2015-09-16,TMAX,288
MX000014066,2008-06-07,TMIN,159
MX000014066,2012-04-13,TMIN,95
MX000014066,2006-04-15,TMIN,135
MX000014066,2006-04-15,TMAX,337
MX000014066,2014-04-28,TMIN,125
MX000014066,2012-08-11,TMIN,167
MX000014066,2014-10-04,TMIN,162
MX000014066,2013-09-29,TMAX,277
MX000014066,2008-12-06,TMIN,65
MX000014066,2013-09-29,TMIN,159
MX000014066,2013-02-04,TMIN,78
MX000014066,2012-12-07,TMAX,277
MX000014066,2008-12-06,TMAX,251
MX000014066,2012-07-26,TMAX,290
MX000014066,2011-12-21,TMIN,70
MX000014066,2011-12-21,TMAX,269
MX000014066,2012-08-11,TMAX,262
MX000014066,2014-10-04,TMAX,245
MX000014066,2008-01-18,TMAX,225
MX000014066,2007-04-06,TMAX,310
MX000014066,2009-08-08,TMIN,157
MX000014066,2012-07-10,TMIN,160
MX000014066,2014-03-31,TMAX,330
MX000014066,2010-01-25,TMIN,49
MX000014066,2013-02-04,TMAX,294
MX000014066,2012-04-13,TMAX,332
MX000014066,2010-01-25,TMAX,268
MX000014066,2007-04-06,TMIN,130
MX000014066,2008-03-08,TMAX,267
MX000014066,2013-07-18,TMIN,170
MX000014066,2012-12-07,TMIN,76
MX000014066,2013-07-07,TMIN,171
MX000014066,2011-08-23,TMIN,180
MX000014066,2015-05-28,TMAX,344
MX000014066,2011-08-23,TMAX,292
MX000014066,2015-05-02,TMIN,113
MX000014066,2015-05-02,TMAX,318
MX000014066,2014-04-07,TMAX,325
MX000014066,2012-06-17,TMAX,304
MX000014066,2014-02-13,TMIN,56
MX000014066,2008-03-31,TMIN,96
MX000014066,2009-02-26,TMAX,319
MX000014066,2009-02-26,TMIN,78
MX000014066,2014-02-13,TMAX,282
MX000014066,2008-03-31,TMAX,340
MX000014066,2013-07-18,TMAX,281
MX000014066,2008-03-08,TMIN,22
MX000014066,2013-09-13,TMAX,282
MX000014066,2014-07-10,TMAX,288
MX000014066,2014-07-10,TMIN,164
MX000014066,2013-09-13,TMIN,165
MX000014066,2009-08-08,TMAX,277
MX000014066,2013-11-05,TMIN,152
MX000014066,2013-11-05,TMAX,264
MX000014066,2013-07-04,TMIN,164
MX000014066,2013-07-04,TMAX,305
MX000014066,2014-09-08,TMIN,132
MX000014066,2013-04-13,TMAX,325
MX000014066,2011-06-15,TMIN,164
MX000014066,2014-09-08,TMAX,282
MX000014066,2008-06-07,TMAX,327
MX000014066,2013-04-13,TMIN,75
MX000014066,2013-07-07,TMAX,250
MX000014066,2015-09-20,TMAX,298
MX000014066,2008-09-09,TMIN,155
MX000014066,2011-08-31,TMAX,294
MX000014066,2007-03-15,TMIN,70
MX000014066,2015-08-24,TMAX,275
MX000014066,2005-09-29,TMIN,155
MX000014066,2014-02-14,TMAX,297
MX000014066,2014-02-14,TMIN,80
MX000014066,2010-05-18,TMAX,330
MX000014066,2013-06-12,TMIN,165
MX000014066,2014-03-18,TMAX,275
MX000014066,2014-03-18,TMIN,56
MX000014066,2005-09-29,TMAX,285
MX000014066,2013-06-12,TMAX,311
MX000014066,2015-04-29,TMIN,133
MX000014066,2015-04-29,TMAX,314
MX000014066,2007-03-15,TMAX,302
MX000014066,2014-04-28,TMAX,319
MX000014066,2009-03-18,TMIN,113
MX000014066,2012-01-25,TMAX,275
MX000014066,2009-08-20,TMAX,300
MX000014066,2011-12-20,TMAX,266
MX000014066,2009-07-21,TMIN,137
MX000014066,2011-12-05,TMAX,276
MX000014066,2008-02-14,TMAX,280
MX000014066,2008-02-14,TMIN,58
MX000014066,2015-06-19,TMIN,163
MX000014066,2013-06-25,TMIN,170
MX000014066,2008-07-01,TMIN,155
MX000014066,2013-06-25,TMAX,281
MX000014066,2009-08-20,TMIN,160
MX000014066,2009-03-14,TMAX,298
MX000014066,2009-03-18,TMAX,310
MX000014066,2014-03-31,TMIN,124
MX000014066,2009-04-06,TMIN,124
MX000014066,2013-07-31,TMIN,180
MX000014066,2012-07-26,TMIN,175
MX000014066,2015-06-19,TMAX,312
MX000014066,2015-08-24,TMIN,146
MX000014066,2008-09-09,TMAX,256
MX000014066,2008-07-01,TMAX,267
MX000014066,2014-09-24,TMIN,162
MX000014066,2012-01-14,TMAX,268
MX000014066,2008-07-17,TMAX,286
MX000014066,2014-09-24,TMAX,286
MX000014066,2012-11-09,TMAX,285
MX000014066,2012-01-14,TMIN,71
MX000014066,2012-11-09,TMIN,82
MX000014066,2010-05-18,TMIN,131
MX000014066,2010-06-21,TMAX,310
MX000014066,2011-08-31,TMIN,145
MX000014066,2010-06-21,TMIN,184
MX000014066,2013-07-30,TMIN,155
MX000014066,2011-02-09,TMIN,72
MX000014066,2007-02-26,TMAX,280
MX000014066,2011-02-09,TMAX,284
MX000014066,2011-01-08,TMAX,282
MX000014066,2008-07-17,TMIN,148
MX000014066,2011-01-08,TMIN,67
MX000014066,2010-08-24,TMIN,144
MX000014066,2007-02-26,TMIN,70
MX000014066,2014-06-24,TMAX,258
MX000014066,2010-08-24,TMAX,290
MX000014066,2013-07-30,TMAX,304
MX000014066,2009-03-14,TMIN,100
MX000014066,2013-07-31,TMAX,303
MX000014066,2014-06-24,TMIN,179
MX000014066,2012-07-10,TMAX,296
MX000014066,2012-04-12,TMIN,78
MX000014066,2011-06-15,TMAX,342
MX000014066,2011-11-10,TMAX,271
MX000014066,2012-04-24,TMAX,338
MX000014066,2014-03-16,TMAX,297
MX000014066,2006-05-29,TMIN,140
MX000014066,2013-04-17,TMIN,127
MX000014066,2013-04-17,TMAX,358
MX000014066,2013-08-01,TMIN,194
MX000014066,2006-05-29,TMAX,320
MX000014066,2013-10-24,TMAX,263
MX000014066,2009-06-26,TMIN,165
MX000014066,2015-09-16,TMIN,160
MX000014066,2012-03-28,TMAX,297
MX000014066,2011-09-24,TMIN,140
MX000014066,2011-09-19,TMAX,307
MX000014066,2014-03-16,TMIN,90
MX000014066,2012-04-24,TMIN,125
MX000014066,2008-07-08,TMIN,165
MX000014066,2012-03-28,TMIN,102
MX000014066,2013-03-09,TMIN,127
MX000014066,2014-01-22,TMAX,264
MX000014066,2014-01-22,TMIN,62
MX000014066,2005-10-06,TMIN,175
MX000014066,2011-03-29,TMAX,330
MX000014066,2013-10-24,TMIN,115
MX000014066,2009-11-12,TMAX,243
MX000014066,2015-09-14,TMIN,165
MX000014066,2009-05-22,TMAX,292
MX000014066,2011-03-29,TMIN,94
MX000014066,2005-05-30,TMIN,140
MX000014066,2015-02-13,TMAX,230
MX000014066,2011-09-19,TMIN,160
MX000014066,2015-02-13,TMIN,82
MX000014066,2015-10-01,TMAX,284
MX000014066,2014-07-14,TMAX,291
MX000014066,2012-05-25,TMIN,155
MX000014066,2014-08-10,TMIN,154
MX000014066,2008-02-13,TMAX,275
MX000014066,2014-07-05,TMAX,280
MX000014066,2014-07-05,TMIN,160
MX000014066,2005-02-01,TMIN,95
MX000014066,2012-05-25,TMAX,316
MX000014066,2005-02-01,TMAX,290
MX000014066,2006-11-23,TMIN,24
MX000014066,2006-11-23,TMAX,220
MX000014066,2005-04-01,TMIN,74
MX000014066,2005-04-01,TMAX,330
MX000014066,2008-11-30,TMIN,65
MX000014066,2014-06-06,TMIN,175
MX000014066,2011-11-10,TMIN,85
MX000014066,2008-02-13,TMIN,39
MX000014066,2014-06-06,TMAX,336
MX000014066,2012-02-09,TMIN,64
MX000014066,2012-05-07,TMIN,150
MX000014066,2006-11-06,TMIN,130
MX000014066,2012-05-07,TMAX,345
MX000014066,2009-10-31,TMIN,100
MX000014066,2011-09-24,TMAX,282
MX000014066,2009-10-31,TMAX,265
MX000014066,2012-09-23,TMAX,284
MX000014066,2006-11-06,TMAX,295
